judul_lagu,artis,genre,valence,energy,danceability,tempo,acousticness,popularity,genre_utama,mood,tokens,cluster
"Nutcracker Suite, Op. 71a: Arabian Dance (Coffee)",Pyotr Ilyich Tchaikovsky;Orchestre Symphonique de Montréal;Charles Dutoit,classical,0.0496,0.00527,0.204,94.47,0.938,0,Classical & Ambient,Sad,nutcracker suite op arabian dance coffee,1
Norma: Casta Diva,Vincenzo Bellini;Joan Sutherland;London Symphony Chorus;London Symphony Orchestra;Richard Bonynge,opera,0.0447,0.0642,0.23,75.868,0.983,0,Classical & Ambient,Sad,norma casta diva,1
Golden - Solo Piano Version,Alexis Ffrench,ambient,0.0746,0.171,0.221,89.193,0.989,32,Classical & Ambient,Sad,golden solo piano version,1
Pagliacci: Act I: Vesti la giubba,Ruggero Leoncavallo;Franco Corelli;Orchestra Sinfonica Nazionale della RAI di Torino;Arturo Basile,opera,0.0707,0.284,0.149,81.224,0.976,21,Classical & Ambient,Sad,pagliacci act vesti la giubba,1
"Lyric Pieces I, Op. 12 (Excerpts): No. 5, Folkevise",Edvard Grieg;Una Bourne,classical,0.561,0.129,0.376,56.596,0.993,0,Classical & Ambient,Romantic,lyric pieces op excerpts folkevise,1
De Usuahia a la Quiaca,Gustavo Santaolalla,ambient,0.321,0.389,0.495,149.686,0.644,42,Classical & Ambient,Sad,de usuahia la quiaca,1
I Follow Rivers,Marika Hackman,ambient,0.0382,0.175,0.275,85.56,0.793,54,Classical & Ambient,Sad,follow rivers,1
"12 Variations on an Allegretto in B Flat, K.500: 11. VariatiIon X",Wolfgang Amadeus Mozart;Danielle Laval,classical,0.324,0.0722,0.372,100.924,0.993,9,Classical & Ambient,Sad,variations allegretto flat variatiion,1
You Make Me Brave - Live,Bethel Music;Amanda Cook,ambient,0.342,0.672,0.422,137.933,0.0163,54,Classical & Ambient,Groovy,make brave live,1
"I Have Dreamed - From ""The King And I""",Jason Manford,opera,0.069,0.223,0.179,88.291,0.691,19,Classical & Ambient,Sad,dreamed king,1
A Sparrow Alighted upon our Shoulder,Jóhann Jóhannsson;Air Lyndhurst String Orchestra;Anthony Weeden,ambient,0.0501,0.109,0.187,139.128,0.938,56,Classical & Ambient,Sad,sparrow alighted upon shoulder,1
"Sonata in D Major for Two Pianos, K. 448: II. Andante",Wolfgang Amadeus Mozart;Amalie Malling;Hans Pålsson,classical,0.157,0.0273,0.372,115.872,0.993,0,Classical & Ambient,Sad,sonata major two pianos ii andante,1
Notte a Venezia,Petra Berger;Alessandro Neri,opera,0.153,0.465,0.496,103.025,0.51,19,Classical & Ambient,Melancholic,notte venezia,1
La Pastorella delle Alpi,June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,opera,0.28,0.0359,0.571,65.155,0.982,20,Classical & Ambient,Sad,la pastorella delle alpi,1
Ae Mohabbat Tere Anjaam Pe Rona Aya,Begum Akhtar,classical,0.612,0.342,0.235,78.555,0.973,29,Classical & Ambient,Calm,ae mohabbat tere anjaam pe rona aya,1
"Puccini: Gianni Schicchi: ""O mio babbino caro"" (Lauretta)",Giacomo Puccini;Montserrat Caballé;Sir Charles Mackerras;London Symphony Orchestra,opera,0.0797,0.0705,0.149,165.146,0.979,23,Classical & Ambient,Sad,puccini gianni schicchi mio babbino caro lauretta,1
Mattinata - Live From The Detroit Opera House,Il Volo,opera,0.34,0.426,0.286,82.518,0.924,21,Classical & Ambient,Melancholic,mattinata live detroit opera house,1
Ever Be - Live,Bethel Music;kalley,ambient,0.107,0.56,0.394,138.057,0.00162,54,Classical & Ambient,Melancholic,ever live,1
"Second Waltz - From ""Jazz Suite Nr. 2"" / Live",André Rieu;Johann Strauss Orchestra,opera,0.487,0.627,0.118,187.497,0.724,22,Classical & Ambient,Groovy,second waltz jazz suite nr live,1
Finding A Way Past the Tears,Project AER;v i v,ambient,0.0787,0.196,0.663,110.036,0.97,6,Classical & Ambient,Sad,finding way past tears,1
Vaga luna che inargenti,Vincenzo Bellini;Cecilia Bartoli;James Levine,opera,0.097,0.014,0.271,183.035,0.994,0,Classical & Ambient,Sad,vaga luna che inargenti,1
Skandha Sashti Kavacham,Soolamangalam Sisters,classical,0.706,0.351,0.677,117.443,0.838,46,Classical & Ambient,Calm,skandha sashti kavacham,1
"Piano Sonata No.14 in C Minor, K. 457: 2c. Adagio - Pt. 3",Wolfgang Amadeus Mozart;Claire-Marie Le Guay,classical,0.612,0.0109,0.325,134.0,0.996,14,Classical & Ambient,Calm,piano sonata minor adagio pt,1
Tu Mera,Rashid Khan;Altamash Faridi;Antra Mitra,classical,0.478,0.58,0.428,83.429,0.343,32,Classical & Ambient,Groovy,tu mera,1
Trois Vierges - Live At Paradiso,Epica;Roy Khan,opera,0.271,0.325,0.194,91.343,0.755,25,Classical & Ambient,Sad,trois vierges live paradiso,1
"Manon Lescaut: ""Donna non vidi mai""",Giacomo Puccini;Luciano Pavarotti;National Philharmonic Orchestra;Oliviero de Fabritiis,opera,0.155,0.246,0.186,82.703,0.944,20,Classical & Ambient,Sad,manon lescaut donna non vidi mai,1
"Les petits riens, K.app.10 (ballet): No. 11 Larghetto",Wolfgang Amadeus Mozart;Concerto Köln;Anton Steck,classical,0.249,0.009,0.424,85.107,0.976,12,Classical & Ambient,Sad,les petits riens app ballet larghetto,1
Una Voce Poco Fa,Maria Callas,opera,0.219,0.107,0.347,78.749,0.964,31,Classical & Ambient,Sad,una voce poco fa,1
Piano Sonata D. 960 in B-Flat Major: I. Allegro moderato,Franz Schubert;Burak Çebi,classical,0.0387,0.0313,0.412,126.359,0.991,0,Classical & Ambient,Sad,piano sonata flat major allegro moderato,1
Carmen Suite No. 2: 2. Habanera,Georges Bizet;Orchestre de Paris;Semyon Bychkov,opera,0.489,0.00568,0.457,133.677,0.964,51,Classical & Ambient,Romantic,carmen suite habanera,1
"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1 - 2012",Max Richter;Daniel Hope;Konzerthaus Kammerorchester Berlin;Andre de Ridder,ambient,0.169,0.342,0.687,105.318,0.523,0,Classical & Ambient,Sad,recomposed max richter vivaldi four seasons spring,1
Wayward Sisters,Abel Korzeniowski,ambient,0.055,0.443,0.281,97.833,0.699,48,Classical & Ambient,Melancholic,wayward sisters,1
It Is Well - Live,Bethel Music;Kristene DiMarco,ambient,0.11,0.25,0.35,129.82,0.698,62,Classical & Ambient,Sad,well live,1
"12 Variations on ‘La belle Françoise’ in E flat, K.353: 2. Variation I",Wolfgang Amadeus Mozart;Danielle Laval,classical,0.87,0.0397,0.452,194.515,0.996,20,Classical & Ambient,Calm,variations la belle francoise flat variation,1
Cavalleria rusticana: Regina coeli laetare,Pietro Mascagni;Julia Varady;The London Opera Chorus;National Philharmonic Orchestra;Gianandrea Gavazzeni,opera,0.0638,0.336,0.219,133.728,0.973,0,Classical & Ambient,Sad,cavalleria rusticana regina coeli laetare,1
"Nine Variations in D, K.573 on a minuet by J.P. Duport: 7a. Variation VI - Pt. 1",Wolfgang Amadeus Mozart;Danielle Laval,classical,0.435,0.0343,0.457,71.381,0.989,16,Classical & Ambient,Romantic,nine variations minuet duport variation vi pt,1
"Piano Concerto No. 3 in D major, K. 40: 2a. Andante - Pt. 1",Wolfgang Amadeus Mozart;Yvonne Loriod;Orchestre Du Domaine Musical;Pierre Boulez,classical,0.279,0.145,0.299,80.254,0.911,25,Classical & Ambient,Sad,piano concerto major andante pt,1
Voi Che Sapete from the Marriage of Figaro,Philharmonia Orchestra;Suzannah Bee,opera,0.476,0.197,0.51,118.184,0.992,25,Classical & Ambient,Romantic,voi che sapete marriage figaro,1
La valse d'Amélie,Yann Tiersen,ambient,0.855,0.564,0.433,192.07,0.713,59,Classical & Ambient,Groovy,la valse amelie,1
"Carnaval, Op. 9: No. 3, Arlequin (Live in Japan, 2022)",Robert Schumann;Pavel Nersessian,classical,0.675,0.0766,0.689,108.932,0.996,0,Classical & Ambient,Calm,carnaval op arlequin live japan,1
Téir Abhaile Riu,Celtic Woman,opera,0.704,0.595,0.515,124.334,0.8,55,Classical & Ambient,Groovy,teir abhaile riu,1
Call Me a Fool,Perlo,ambient,0.381,0.669,0.568,119.95,0.528,40,Classical & Ambient,Groovy,call fool,1
Les Boréades / Act IV: Entrée de Polymnie - Live,Jean-Philippe Rameau;Les Musiciens du Louvre;Marc Minkowski,opera,0.0557,0.135,0.164,137.129,0.769,21,Classical & Ambient,Sad,les boreades act iv entree de polymnie live,1
L’arlésienne Suite No. 2 (Arr. E. Guiraud): II. Intermezzo,Georges Bizet;Orquestra Simfònica de Barcelona i Nacional de Catalunya;Pablo González,opera,0.066,0.0079,0.16,65.627,0.984,20,Classical & Ambient,Sad,larlesienne suite arr guiraud ii intermezzo,1
Bathroom Dance,Hildur Guðnadóttir,ambient,0.0388,0.0721,0.167,86.116,0.856,53,Classical & Ambient,Sad,bathroom dance,1
"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",Wolfgang Amadeus Mozart;Maria João Pires,classical,0.312,0.0308,0.502,72.88,0.995,3,Classical & Ambient,Sad,piano sonata major ii adagio,1
"Tosca / Act 2: ""Vissi d'arte, vissi d'amore""","Giacomo Puccini;Montserrat Caballé;Orchestra of the Royal Opera House, Covent Garden;Sir Colin Davis",opera,0.0514,0.164,0.217,166.959,0.981,20,Classical & Ambient,Sad,tosca act vissi arte vissi amore,1
"Idomeneo, re di Creta, K.366 / Act 1: Allegro - Live",Wolfgang Amadeus Mozart;Wiener Philharmoniker;Ferenc Fricsay,classical,0.776,0.328,0.468,131.29,0.866,22,Classical & Ambient,Calm,idomeneo re creta act allegro live,1
"Don Giovanni, ossia Il dissoluto punito, K.527 - Arr. for 8 wind instruments by Johann G. Triebensee (1746-1813) - Act 1: ""Madamina, il catalogo è questo""",Wolfgang Amadeus Mozart;Members of the Netherlands Wind Ensemble;Werner Herbers;Carlo Ravelli;Hans Mossel;Hens Otter;Joep Terwey;Kees Olthuis;Iman Soeteman;Jan Peeters;Hans Krul,classical,0.391,0.144,0.495,94.024,0.986,6,Classical & Ambient,Sad,don giovanni ossia il dissoluto punito arr wind instruments johann triebensee act madamina il catalogo questo,1
"Divertimento in B Flat Major, K.196f (doubtful): 1. Allegro",Wolfgang Amadeus Mozart;London Wind Soloists;Jack Brymer,classical,0.913,0.162,0.55,162.685,0.993,2,Classical & Ambient,Calm,divertimento flat major doubtful allegro,1
Ode To The Innocent,Diablo Swing Orchestra,opera,0.213,0.226,0.266,77.141,0.699,24,Classical & Ambient,Sad,ode innocent,1
"La bohème, SC 67 / Act 3: ""Dunque: è proprio finita!...Addio, dolce svegliare""",Giacomo Puccini;Luciano Pavarotti;Mirella Freni;Elizabeth Harwood;Rolando Panerai;Berliner Philharmoniker;Herbert von Karajan,opera,0.0371,0.186,0.236,91.601,0.971,25,Classical & Ambient,Sad,la boheme sc act dunque proprio finita addio dolce svegliare,1
I'm Gonna Be (500 Miles),Sleeping At Last,ambient,0.258,0.228,0.394,104.625,0.966,54,Classical & Ambient,Sad,gonna miles,1
"Lyric Pieces Book 2, Op. 38: I. Berceuse",Edvard Grieg;Eva Knardahl,classical,0.0381,0.0394,0.351,134.199,0.994,0,Classical & Ambient,Sad,lyric pieces book op berceuse,1
"Symphony No. 9 In E Minor, Op. 95, B. 178 ""From The New World"": 3. Molto vivace",Antonín Dvořák;Wiener Philharmoniker;Herbert von Karajan,classical,0.1,0.0541,0.319,129.399,0.949,0,Classical & Ambient,Sad,symphony minor op new world molto vivace,1
"Verdi: Aida, Act 1: ""Vieni, o diletta, appressati"" (Amneris, Aida, Radamès)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,opera,0.18,0.213,0.353,67.517,0.982,25,Classical & Ambient,Sad,verdi aida act vieni diletta appressati amneris aida radames,1
Guruguha Padapankaja,T. M. Krishna,classical,0.969,0.606,0.567,139.848,0.943,33,Classical & Ambient,Happy,guruguha padapankaja,1
Merry Christmas Mr. Lawrence,Ryuichi Sakamoto;Jaques Morelenbaum;Everton Nelson,ambient,0.278,0.175,0.493,106.903,0.949,58,Classical & Ambient,Sad,merry christmas mr lawrence,1
What's Good for the Goose,Carl Douglas,disco,0.821,0.565,0.825,92.469,0.231,18,Electronic,Groovy,good goose,9
Red Lips (feat. Sam Bruno) - Skrillex Remix,Good Times Ahead;Sam Bruno;Skrillex,electronic,0.141,0.983,0.528,144.981,0.000518,53,Electronic,Dark,red lips feat sam bruno skrillex remix,9
Let You Know,Wilkinson,drum-and-bass,0.141,0.833,0.382,174.052,0.000388,23,Electronic,Dark,let know,9
I'll Be Your Friend - Glamourous Mix,Robert Owens,chicago-house,0.542,0.611,0.765,121.813,9.62e-05,19,Electronic,Groovy,ll friend glamourous mix,9
Gratiot Avenue Piano,Terrence Parker,detroit-techno,0.962,0.879,0.802,124.0,0.000869,9,Electronic,Happy,gratiot avenue piano,9
Que No Pare,Miranda!,electronic,0.82,0.479,0.848,124.017,0.00773,33,Electronic,Groovy,que pare,9
Constellations - Forza Horizon 3 VIP,Fred V & Grafix,drum-and-bass,0.046,0.884,0.326,173.999,0.000531,40,Electronic,Dark,constellations forza horizon vip,9
Eyes Wide Open,Chronic Law,j-dance,0.251,0.516,0.548,180.553,0.513,22,Electronic,Melancholic,eyes wide open,9
Hard Instincts - Sleen Mp Remix,MAGNAVOLT;Sleen Mp,club,0.303,0.679,0.605,99.999,0.0202,16,Electronic,Groovy,hard instincts sleen mp remix,9
No Good (Start The Dance) - Bad For You Mix,The Prodigy,breakbeat,0.389,0.872,0.672,144.014,0.00212,11,Electronic,Energetic,good start dance bad mix,9
Kid Velo,Rival Consoles,idm,0.555,0.771,0.66,130.001,0.00263,13,Electronic,Energetic,kid velo,9
Till We Meet Again - Inner City Edit of Carl Craig Remix,Inner City;Carl Craig,detroit-techno,0.187,0.944,0.488,124.032,0.0023,7,Electronic,Dark,till meet again inner city edit carl craig remix,9
Better Love - Main Vocal Mix,Jovonn;Krystine Walker,chicago-house,0.941,0.809,0.861,125.854,0.0425,9,Electronic,Happy,better love main vocal mix,9
Love Somebody Else,Maceo Plex;Jon Dasilva;Joi Cardwell,minimal-techno,0.299,0.758,0.784,124.002,0.00592,44,Electronic,Dark,love somebody else,9
Star Guitar,The Chemical Brothers,breakbeat,0.36,0.956,0.492,126.968,0.00892,51,Electronic,Energetic,star guitar,9
Dawn (feat. Janai),Stanton Warriors,breakbeat,0.313,0.927,0.686,127.002,0.00446,12,Electronic,Energetic,dawn feat janai,9
Colours (ABGT499D3) - Fred Falke Remix,Mat Zo;OLAN;Fred Falke,progressive-house,0.191,0.839,0.647,122.04,4.99e-05,38,Electronic,Dark,colours abgt fred falke remix,9
The Plankton Organization,Drexciya,detroit-techno,0.953,0.838,0.771,138.693,0.0338,11,Electronic,Happy,plankton organization,9
Still Life,Logistics;Holly Drummond,drum-and-bass,0.222,0.699,0.517,173.994,0.00269,18,Electronic,Groovy,still life,9
Earthday ( John Tejada Remix ),Karsten Pflum;John Tejada,idm,0.663,0.859,0.774,133.993,0.105,11,Electronic,Happy,earthday john tejada remix,9
Sandy Kim,Acid Ghost,garage,0.625,0.629,0.658,132.986,0.885,57,Electronic,Happy,sandy kim,9
Oh shit…are we in love?,Valley,electro,0.37,0.515,0.697,95.086,0.0576,65,Electronic,Melancholic,shit love,9
Saturday Night (Feel The Groove),Brando;Ninetails,deep-house,0.634,0.775,0.692,121.994,0.0278,0,Electronic,Happy,saturday night feel groove,9
Open Spaces,Just A Gent;Nevve,dub,0.131,0.385,0.702,100.038,0.0674,50,Electronic,Sad,open spaces,9
One Time for the DJ (Dj Icey Remix),Tony Faline,breakbeat,0.398,0.889,0.778,132.041,0.000411,13,Electronic,Energetic,one time dj dj icey remix,9
Not Okay - Alone Mix,SOPHIE,club,0.322,0.55,0.844,130.064,0.00329,41,Electronic,Melancholic,okay alone mix,9
Too Long - Vip Mix,Stanton Warriors;Lily Mckenzie,breakbeat,0.324,0.923,0.674,129.99,0.00126,18,Electronic,Energetic,too long vip mix,9
Oh No (Sentimental Things) - Radio Edit,So Solid Crew,garage,0.905,0.718,0.868,131.626,0.0184,25,Electronic,Happy,sentimental things radio edit,9
Running From Love,The Other People Place,detroit-techno,0.278,0.488,0.701,127.575,0.000212,22,Electronic,Melancholic,running love,9
Divinity - ODESZA Remix,Porter Robinson;Amy Millan;ODESZA,dub,0.222,0.803,0.374,180.024,0.00688,49,Electronic,Dark,divinity odesza remix,9
Żyłem Jak Chciałem,Jacek Stachursky,disco,0.338,0.506,0.455,159.997,0.256,32,Electronic,Melancholic,zyem jak chciaem,9
Revolution - Inner Sphere Remix,Liquid Soul;Inner Sphere,trance,0.247,0.93,0.754,140.004,0.00111,4,Electronic,Dark,revolution inner sphere remix,9
Whisper To Me - Telomic Remix,Pola & Bryson;Telomic;Sammie Bella,drum-and-bass,0.219,0.904,0.53,171.934,0.000675,16,Electronic,Dark,whisper telomic remix,9
Light Up The Sky (feat. Scott Stapp),Wooli;Trivecta;Scott Stapp,dub,0.154,0.664,0.165,150.069,0.104,48,Electronic,Groovy,light sky feat scott stapp,9
Good Life,Inner City,detroit-techno,0.952,0.783,0.716,121.306,0.172,58,Electronic,Happy,good life,9
Passenger (Culprate Remix),Loadstar;Culprate,drum-and-bass,0.307,0.681,0.424,139.997,0.000488,18,Electronic,Groovy,passenger culprate remix,9
Dawn of a New Day,Larry Heard;Loosefingers,chicago-house,0.462,0.607,0.794,106.015,0.0321,8,Electronic,Groovy,dawn new day,9
Not the Only One,Infraction,club,0.229,0.789,0.606,130.02,0.0031,29,Electronic,Dark,only one,9
Metal Claws,Tineidae,idm,0.0591,0.322,0.163,88.513,0.115,10,Electronic,Sad,metal claws,9
Another Angel (ABGT499D3),Above & Beyond,trance,0.145,0.837,0.253,128.005,0.00056,34,Electronic,Dark,another angel abgt,9
Don’t Go Mad (feat. Seinabo Sey),Swedish House Mafia;Seinabo Sey,progressive-house,0.212,0.701,0.564,136.499,0.0119,57,Electronic,Dark,mad feat seinabo sey,9
Back On A Mission,CIRRUS,breakbeat,0.254,0.998,0.661,105.044,0.0987,42,Electronic,Dark,back mission,9
Let It Rain Down (feat. PollyAnna),Alle Farben;PollyAnna,deep-house,0.344,0.853,0.739,124.921,0.0306,69,Electronic,Energetic,let rain down feat pollyanna,9
Piano Loco - Radio Edit,DJ Luck & MC Neat,garage,0.755,0.857,0.715,133.027,0.376,26,Electronic,Happy,piano loco radio edit,9
Rock Your Body,Burna Boy,dance,0.801,0.623,0.801,104.982,0.107,0,Electronic,Happy,rock body,9
I Shot The Sheriff,The Wailers,dub,0.741,0.641,0.801,96.96,0.34,60,Electronic,Happy,shot sheriff,9
Dark Light,VOLB3X;BeatsHoundz,house,0.0353,0.714,0.665,105.068,0.00388,52,Electronic,Dark,dark light,9
Live The Night,W&W;Hardwell;Lil Jon,trance,0.211,0.968,0.805,127.984,0.00707,57,Electronic,Dark,live night,9
Half Light,Wilkinson;Tom Cane,drum-and-bass,0.277,0.911,0.475,173.91,0.00383,51,Electronic,Dark,half light,9
Words - Original Version 1983,F.R. David,disco,0.527,0.789,0.537,123.763,0.372,73,Electronic,Energetic,words original version,9
Carry Me Home (feat. Jake Reese),KSHMR;Jake Reese,progressive-house,0.484,0.884,0.662,128.029,0.014,52,Electronic,Energetic,carry home feat jake reese,9
De Orde Van De Nacht,Eelke Kleijn,progressive-house,0.425,0.773,0.658,120.012,0.000442,51,Electronic,Energetic,de orde van de nacht,9
Nah Run,Popcaan;Dunw3ll,j-dance,0.619,0.841,0.663,102.306,0.366,20,Electronic,Happy,nah run,9
Fire (Glee Cast Version) (feat. Kristin Chenoweth),Glee Cast;Kristin Chenoweth,club,0.487,0.544,0.796,117.987,0.147,36,Electronic,Groovy,fire glee cast version feat kristin chenoweth,9
Portal of Yarn,Chicano Batman,garage,0.391,0.632,0.455,129.536,0.045,26,Electronic,Groovy,portal yarn,9
We Meet At Last,Layo & Bushwacka!,breakbeat,0.182,0.672,0.417,140.011,0.00389,13,Electronic,Groovy,meet last,9
London Massive,Aphrodite,breakbeat,0.533,0.832,0.644,174.035,1.04e-05,12,Electronic,Energetic,london massive,9
Love Is Not Enough - A.M.R Remix,Above & Beyond;Zoë Johnston;A.M.R,trance,0.042,0.745,0.391,118.953,0.0732,28,Electronic,Dark,love enough remix,9
Serial Thrilla - Live,The Prodigy,breakbeat,0.369,0.993,0.513,118.086,0.000157,18,Electronic,Energetic,serial thrilla live,9
Nine Ways - Shadow Child Remix,JDS;Shadow Child,breakbeat,0.21,0.883,0.575,130.0,0.000289,10,Electronic,Dark,nine ways shadow child remix,9
(Muito +) Talento,Linn da Quebrada,club,0.501,0.819,0.611,129.947,0.343,23,Electronic,Energetic,muito talento,9
Open Up Your Spirit (feat. Merachka) - TP's Deeep Detroit Heat Remix,Terrence Parker;Merachka,detroit-techno,0.945,0.668,0.764,119.982,0.0419,6,Electronic,Happy,open spirit feat merachka tp deeep detroit heat remix,9
Attention - HUGEL Remix,Charlie Puth;HUGEL,dance,0.879,0.703,0.835,118.007,0.0177,3,Electronic,Happy,attention hugel remix,9
I'll Do It Again,Omar S;Simon Black,detroit-techno,0.675,0.894,0.94,124.024,0.42,7,Electronic,Happy,ll again,9
Polo Nord - Original Mix,Opposite Ways,techno,0.0602,0.663,0.742,123.021,0.0352,34,Electronic,Groovy,polo nord original mix,9
No Option (feat. Burna Boy),DJ Snake;Burna Boy,electronic,0.876,0.877,0.631,150.162,0.00837,45,Electronic,Happy,option feat burna boy,9
It's Gonna Be Alright - Be Smoove Dub,Jovonn,chicago-house,0.203,0.644,0.858,120.898,0.0726,8,Electronic,Groovy,gonna alright smoove dub,9
kho gaya,Zaeden;Yashraj;AAKASH,edm,0.66,0.496,0.729,155.062,0.766,47,Electronic,Groovy,kho gaya,9
So gehn die Gauchos (So gehn die Deutschen) - Mallorca Mix,Willi Herren;Ikke Hüftgold,disco,0.691,0.92,0.564,142.039,0.322,30,Electronic,Happy,gehn die gauchos gehn die deutschen mallorca mix,9
